Grid Size,30
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,12,4,4.6666,4.66667,0,-11.6667,-49,0
0,1,13,4,4.6666,4.66667,0,-7,-49,0
0,1,13,5,4.6667,4.66667,0,-7,-44.3334,0
0,1,13,6,4.6667,4.66667,0,-7,-39.6666,0
0,1,12,6,4.6667,4.66667,0,-11.6667,-39.6666,0
0,0,13,5,4.6667,4.66667,0,-7,-44.3334,0
0,1,12,6,4.6667,4.66667,0,-11.6667,-39.6666,0
0,1,12,5,4.6667,4.66667,0,-11.6667,-44.3334,0
0,1,12,4,4.6666,4.66667,0,-11.6667,-49,0
0,1,13,4,4.6666,4.66667,0,-7,-49,0
0,1,14,4,4.6666,4.66666,0,-2.33333,-49,0
0,1,14,5,4.6667,4.66666,0,-2.33333,-44.3334,0
0,1,14,6,4.6667,4.66666,0,-2.33333,-39.6666,0
0,1,13,6,4.6667,4.66667,0,-7,-39.6666,0
0,0,14,5,4.6667,4.66666,0,-2.33333,-44.3334,0
0,1,13,6,4.6667,4.66667,0,-7,-39.6666,0
0,1,13,5,4.6667,4.66667,0,-7,-44.3334,0
0,1,13,4,4.6666,4.66667,0,-7,-49,0
0,1,14,4,4.6666,4.66666,0,-2.33333,-49,0
0,1,15,4,4.6666,4.66667,0,2.33334,-49,0
0,1,15,5,4.6667,4.66667,0,2.33334,-44.3334,0
0,1,15,6,4.6667,4.66667,0,2.33334,-39.6666,0
0,1,14,6,4.6667,4.66666,0,-2.33333,-39.6666,0
0,0,15,5,4.6667,4.66667,0,2.33334,-44.3334,0
0,1,14,6,4.6667,4.66666,0,-2.33333,-39.6666,0
0,1,14,5,4.6667,4.66666,0,-2.33333,-44.3334,0
0,1,14,4,4.6666,4.66666,0,-2.33333,-49,0
0,1,15,4,4.6666,4.66667,0,2.33334,-49,0
0,1,16,4,4.6666,4.66667,0,7,-49,0
0,1,16,5,4.6667,4.66667,0,7,-44.3334,0
0,1,16,6,4.6667,4.66667,0,7,-39.6666,0
0,1,15,6,4.6667,4.66667,0,2.33334,-39.6666,0
0,0,16,5,4.6667,4.66667,0,7,-44.3334,0
0,1,15,6,4.6667,4.66667,0,2.33334,-39.6666,0
0,1,15,5,4.6667,4.66667,0,2.33334,-44.3334,0
0,1,15,4,4.6666,4.66667,0,2.33334,-49,0
0,1,16,4,4.6666,4.66667,0,7,-49,0
0,1,17,4,4.6666,4.66666,0,11.6667,-49,0
0,1,17,5,4.6667,4.66666,0,11.6667,-44.3334,0
1,1,0,0,0,0,0,0,0,0
0,1,16,6,4.6667,4.66667,0,7,-39.6666,0
0,0,17,5,4.6667,4.66666,0,11.6667,-44.3334,0
0,1,16,6,4.6667,4.66667,0,7,-39.6666,0
0,1,16,5,4.6667,4.66667,0,7,-44.3334,0
0,1,16,4,4.6666,4.66667,0,7,-49,0
0,1,17,4,4.6666,4.66666,0,11.6667,-49,0
0,1,18,4,4.6666,4.6667,0,16.3334,-49,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,20,5,4.6667,4.6667,0,25.6666,-44.3334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,19,4,4.6666,4.6666,0,21,-49,0
0,1,20,4,4.6666,4.6667,0,25.6666,-49,0
0,1,21,4,4.6666,4.6667,0,30.3333,-49,0
0,1,21,5,4.6667,4.6667,0,30.3333,-44.3334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,21,5,4.6667,4.6667,0,30.3333,-44.3334,0
1,1,0,0,0,0,0,0,0,0
0,1,20,5,4.6667,4.6667,0,25.6666,-44.3334,0
0,1,20,4,4.6666,4.6667,0,25.6666,-49,0
0,1,21,4,4.6666,4.6667,0,30.3333,-49,0
0,1,22,4,4.6666,4.6666,0,35,-49,0
0,1,22,5,4.6667,4.6666,0,35,-44.3334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,22,5,4.6667,4.6666,0,35,-44.3334,0
1,1,0,0,0,0,0,0,0,0
0,1,21,5,4.6667,4.6667,0,30.3333,-44.3334,0
0,1,21,4,4.6666,4.6667,0,30.3333,-49,0
0,1,22,4,4.6666,4.6666,0,35,-49,0
0,1,23,4,4.6666,4.6667,0,39.6666,-49,0
0,1,23,5,4.6667,4.6667,0,39.6666,-44.3334,0
0,1,23,6,4.6667,4.6667,0,39.6666,-39.6666,0
1,1,0,0,0,0,0,0,0,0
0,0,23,5,4.6667,4.6667,0,39.6666,-44.3334,0
1,1,0,0,0,0,0,0,0,0
0,1,22,5,4.6667,4.6666,0,35,-44.3334,0
0,1,22,4,4.6666,4.6666,0,35,-49,0
0,1,23,4,4.6666,4.6667,0,39.6666,-49,0
0,1,24,4,4.6666,4.6667,0,44.3334,-49,0
0,1,24,5,4.6667,4.6667,0,44.3334,-44.3334,0
0,1,24,6,4.6667,4.6667,0,44.3334,-39.6666,0
0,1,23,6,4.6667,4.6667,0,39.6666,-39.6666,0
0,0,24,5,4.6667,4.6667,0,44.3334,-44.3334,0
0,1,23,6,4.6667,4.6667,0,39.6666,-39.6666,0
0,1,23,5,4.6667,4.6667,0,39.6666,-44.3334,0
0,1,23,4,4.6666,4.6667,0,39.6666,-49,0
0,1,24,4,4.6666,4.6667,0,44.3334,-49,0
0,1,25,4,4.6666,4.6666,0,49,-49,0
0,1,25,5,4.6667,4.6666,0,49,-44.3334,0
0,1,25,6,4.6667,4.6666,0,49,-39.6666,0
0,1,24,6,4.6667,4.6667,0,44.3334,-39.6666,0
0,0,25,5,4.6667,4.6666,0,49,-44.3334,0
0,1,24,6,4.6667,4.6667,0,44.3334,-39.6666,0
0,1,24,5,4.6667,4.6667,0,44.3334,-44.3334,0
0,1,24,4,4.6666,4.6667,0,44.3334,-49,0
0,1,25,4,4.6666,4.6666,0,49,-49,0
0,1,26,4,4.6666,4.6667,0,53.6666,-49,0
0,1,26,5,4.6667,4.6667,0,53.6666,-44.3334,0
0,1,26,6,4.6667,4.6667,0,53.6666,-39.6666,0
0,1,25,6,4.6667,4.6666,0,49,-39.6666,0
0,0,26,5,4.6667,4.6667,0,53.6666,-44.3334,0
0,1,25,6,4.6667,4.6666,0,49,-39.6666,0
0,1,25,5,4.6667,4.6666,0,49,-44.3334,0
0,1,25,4,4.6666,4.6666,0,49,-49,0
0,1,26,4,4.6666,4.6667,0,53.6666,-49,0
0,1,27,4,4.6666,4.6667,0,58.3334,-49,0
0,1,27,5,4.6667,4.6667,0,58.3334,-44.3334,0
0,1,27,6,4.6667,4.6667,0,58.3334,-39.6666,0
0,1,26,6,4.6667,4.6667,0,53.6666,-39.6666,0
0,0,27,5,4.6667,4.6667,0,58.3334,-44.3334,0
0,1,26,6,4.6667,4.6667,0,53.6666,-39.6666,0
0,1,26,5,4.6667,4.6667,0,53.6666,-44.3334,0
0,1,26,4,4.6666,4.6667,0,53.6666,-49,0
0,1,27,4,4.6666,4.6667,0,58.3334,-49,0
0,1,28,4,4.6666,4.6666,0,63,-49,0
0,1,28,5,4.6667,4.6666,0,63,-44.3334,0
0,1,28,6,4.6667,4.6666,0,63,-39.6666,0
0,1,27,6,4.6667,4.6667,0,58.3334,-39.6666,0
0,0,28,5,4.6667,4.6666,0,63,-44.3334,0
0,1,27,6,4.6667,4.6667,0,58.3334,-39.6666,0
0,1,27,5,4.6667,4.6667,0,58.3334,-44.3334,0
0,1,27,4,4.6666,4.6667,0,58.3334,-49,0
0,1,28,4,4.6666,4.6666,0,63,-49,0
0,1,29,4,4.6666,4.6667,0,67.6666,-49,0
0,1,29,5,4.6667,4.6667,0,67.6666,-44.3334,0
0,1,29,6,4.6667,4.6667,0,67.6666,-39.6666,0
0,1,28,6,4.6667,4.6666,0,63,-39.6666,0
0,0,29,5,4.6667,4.6667,0,67.6666,-44.3334,0
0,1,28,6,4.6667,4.6666,0,63,-39.6666,0
0,1,28,5,4.6667,4.6666,0,63,-44.3334,0
0,1,28,4,4.6666,4.6666,0,63,-49,0
0,1,29,4,4.6666,4.6667,0,67.6666,-49,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,6,4.6667,4.6667,0,67.6666,-39.6666,0
0,0,0,6,4.6667,4.6667,0,-67.6666,-39.6666,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,5,4.6667,4.6667,0,-67.6666,-44.3334,0
0,1,1,5,4.6667,4.6666,0,-63,-44.3334,0
0,1,1,6,4.6667,4.6666,0,-63,-39.6666,0
0,1,1,7,4.6666,4.6666,0,-63,-35,0
0,1,0,7,4.6666,4.6667,0,-67.6666,-35,0
0,0,1,6,4.6667,4.6666,0,-63,-39.6666,0
0,1,0,7,4.6666,4.6667,0,-67.6666,-35,0
0,1,0,6,4.6667,4.6667,0,-67.6666,-39.6666,0
0,1,0,5,4.6667,4.6667,0,-67.6666,-44.3334,0
0,1,1,5,4.6667,4.6666,0,-63,-44.3334,0
0,1,2,5,4.6667,4.6667,0,-58.3334,-44.3334,0
0,1,2,6,4.6667,4.6667,0,-58.3334,-39.6666,0
0,1,2,7,4.6666,4.6667,0,-58.3334,-35,0
0,1,1,7,4.6666,4.6666,0,-63,-35,0
0,0,2,6,4.6667,4.6667,0,-58.3334,-39.6666,0
0,1,1,7,4.6666,4.6666,0,-63,-35,0
0,1,1,6,4.6667,4.6666,0,-63,-39.6666,0
0,1,1,5,4.6667,4.6666,0,-63,-44.3334,0
0,1,2,5,4.6667,4.6667,0,-58.3334,-44.3334,0
0,1,3,5,4.6667,4.6667,0,-53.6666,-44.3334,0
0,1,3,6,4.6667,4.6667,0,-53.6666,-39.6666,0
0,1,3,7,4.6666,4.6667,0,-53.6666,-35,0
0,1,2,7,4.6666,4.6667,0,-58.3334,-35,0
0,0,3,6,4.6667,4.6667,0,-53.6666,-39.6666,0
0,1,2,7,4.6666,4.6667,0,-58.3334,-35,0
0,1,2,6,4.6667,4.6667,0,-58.3334,-39.6666,0
0,1,2,5,4.6667,4.6667,0,-58.3334,-44.3334,0
0,1,3,5,4.6667,4.6667,0,-53.6666,-44.3334,0
0,1,4,5,4.6667,4.6666,0,-49,-44.3334,0
0,1,4,6,4.6667,4.6666,0,-49,-39.6666,0
0,1,4,7,4.6666,4.6666,0,-49,-35,0
0,1,3,7,4.6666,4.6667,0,-53.6666,-35,0
0,0,4,6,4.6667,4.6666,0,-49,-39.6666,0
0,1,3,7,4.6666,4.6667,0,-53.6666,-35,0
0,1,3,6,4.6667,4.6667,0,-53.6666,-39.6666,0
0,1,3,5,4.6667,4.6667,0,-53.6666,-44.3334,0
0,1,4,5,4.6667,4.6666,0,-49,-44.3334,0
0,1,5,5,4.6667,4.6667,0,-44.3334,-44.3334,0
0,1,5,6,4.6667,4.6667,0,-44.3334,-39.6666,0
0,1,5,7,4.6666,4.6667,0,-44.3334,-35,0
0,1,4,7,4.6666,4.6666,0,-49,-35,0
0,0,5,6,4.6667,4.6667,0,-44.3334,-39.6666,0
0,1,4,7,4.6666,4.6666,0,-49,-35,0
0,1,4,6,4.6667,4.6666,0,-49,-39.6666,0
0,1,4,5,4.6667,4.6666,0,-49,-44.3334,0
0,1,5,5,4.6667,4.6667,0,-44.3334,-44.3334,0
0,1,6,5,4.6667,4.6667,0,-39.6666,-44.3334,0
0,1,6,6,4.6667,4.6667,0,-39.6666,-39.6666,0
0,1,6,7,4.6666,4.6667,0,-39.6666,-35,0
0,1,5,7,4.6666,4.6667,0,-44.3334,-35,0
0,0,6,6,4.6667,4.6667,0,-39.6666,-39.6666,0
0,1,5,7,4.6666,4.6667,0,-44.3334,-35,0
0,1,5,6,4.6667,4.6667,0,-44.3334,-39.6666,0
0,1,5,5,4.6667,4.6667,0,-44.3334,-44.3334,0
0,1,6,5,4.6667,4.6667,0,-39.6666,-44.3334,0
0,1,7,5,4.6667,4.6666,0,-35,-44.3334,0
0,1,7,6,4.6667,4.6666,0,-35,-39.6666,0
0,1,7,7,4.6666,4.6666,0,-35,-35,0
0,1,6,7,4.6666,4.6667,0,-39.6666,-35,0
0,0,7,6,4.6667,4.6666,0,-35,-39.6666,0
0,1,6,7,4.6666,4.6667,0,-39.6666,-35,0
0,1,6,6,4.6667,4.6667,0,-39.6666,-39.6666,0
0,1,6,5,4.6667,4.6667,0,-39.6666,-44.3334,0
0,1,7,5,4.6667,4.6666,0,-35,-44.3334,0
0,1,8,5,4.6667,4.6667,0,-30.3333,-44.3334,0
0,1,8,6,4.6667,4.6667,0,-30.3333,-39.6666,0
0,1,8,7,4.6666,4.6667,0,-30.3333,-35,0
0,1,7,7,4.6666,4.6666,0,-35,-35,0
0,0,8,6,4.6667,4.6667,0,-30.3333,-39.6666,0
0,1,7,7,4.6666,4.6666,0,-35,-35,0
0,1,7,6,4.6667,4.6666,0,-35,-39.6666,0
0,1,7,5,4.6667,4.6666,0,-35,-44.3334,0
0,1,8,5,4.6667,4.6667,0,-30.3333,-44.3334,0
0,1,9,5,4.6667,4.6667,0,-25.6666,-44.3334,0
0,1,9,6,4.6667,4.6667,0,-25.6666,-39.6666,0
0,1,9,7,4.6666,4.6667,0,-25.6666,-35,0
0,1,8,7,4.6666,4.6667,0,-30.3333,-35,0
0,0,9,6,4.6667,4.6667,0,-25.6666,-39.6666,0
0,1,8,7,4.6666,4.6667,0,-30.3333,-35,0
0,1,8,6,4.6667,4.6667,0,-30.3333,-39.6666,0
0,1,8,5,4.6667,4.6667,0,-30.3333,-44.3334,0
0,1,9,5,4.6667,4.6667,0,-25.6666,-44.3334,0
0,1,10,5,4.6667,4.6666,0,-21,-44.3334,0
0,1,10,6,4.6667,4.6666,0,-21,-39.6666,0
0,1,10,7,4.6666,4.6666,0,-21,-35,0
0,1,9,7,4.6666,4.6667,0,-25.6666,-35,0
0,0,10,6,4.6667,4.6666,0,-21,-39.6666,0
0,1,9,7,4.6666,4.6667,0,-25.6666,-35,0
0,1,9,6,4.6667,4.6667,0,-25.6666,-39.6666,0
0,1,9,5,4.6667,4.6667,0,-25.6666,-44.3334,0
0,1,10,5,4.6667,4.6666,0,-21,-44.3334,0
0,1,11,5,4.6667,4.6667,0,-16.3334,-44.3334,0
0,1,11,6,4.6667,4.6667,0,-16.3334,-39.6666,0
0,1,11,7,4.6666,4.6667,0,-16.3334,-35,0
0,1,10,7,4.6666,4.6666,0,-21,-35,0
0,0,11,6,4.6667,4.6667,0,-16.3334,-39.6666,0
0,1,10,7,4.6666,4.6666,0,-21,-35,0
0,1,10,6,4.6667,4.6666,0,-21,-39.6666,0
0,1,10,5,4.6667,4.6666,0,-21,-44.3334,0
0,1,11,5,4.6667,4.6667,0,-16.3334,-44.3334,0
0,1,12,5,4.6667,4.66667,0,-11.6667,-44.3334,0
0,1,12,6,4.6667,4.66667,0,-11.6667,-39.6666,0
0,1,12,7,4.6666,4.66667,0,-11.6667,-35,0
0,1,11,7,4.6666,4.6667,0,-16.3334,-35,0
0,0,12,6,4.6667,4.66667,0,-11.6667,-39.6666,0
0,1,11,7,4.6666,4.6667,0,-16.3334,-35,0
0,1,11,6,4.6667,4.6667,0,-16.3334,-39.6666,0
0,1,11,5,4.6667,4.6667,0,-16.3334,-44.3334,0
0,1,12,5,4.6667,4.66667,0,-11.6667,-44.3334,0
0,1,13,5,4.6667,4.66667,0,-7,-44.3334,0
0,1,13,6,4.6667,4.66667,0,-7,-39.6666,0
0,1,13,7,4.6666,4.66667,0,-7,-35,0
0,1,12,7,4.6666,4.66667,0,-11.6667,-35,0
0,0,13,6,4.6667,4.66667,0,-7,-39.6666,0
0,1,12,7,4.6666,4.66667,0,-11.6667,-35,0
0,1,12,6,4.6667,4.66667,0,-11.6667,-39.6666,0
0,1,12,5,4.6667,4.66667,0,-11.6667,-44.3334,0
0,1,13,5,4.6667,4.66667,0,-7,-44.3334,0
0,1,14,5,4.6667,4.66666,0,-2.33333,-44.3334,0
0,1,14,6,4.6667,4.66666,0,-2.33333,-39.6666,0
0,1,14,7,4.6666,4.66666,0,-2.33333,-35,0
0,1,13,7,4.6666,4.66667,0,-7,-35,0
0,0,14,6,4.6667,4.66666,0,-2.33333,-39.6666,0
0,1,13,7,4.6666,4.66667,0,-7,-35,0
0,1,13,6,4.6667,4.66667,0,-7,-39.6666,0
0,1,13,5,4.6667,4.66667,0,-7,-44.3334,0
0,1,14,5,4.6667,4.66666,0,-2.33333,-44.3334,0
0,1,15,5,4.6667,4.66667,0,2.33334,-44.3334,0
0,1,15,6,4.6667,4.66667,0,2.33334,-39.6666,0
0,1,15,7,4.6666,4.66667,0,2.33334,-35,0
0,1,14,7,4.6666,4.66666,0,-2.33333,-35,0
0,0,15,6,4.6667,4.66667,0,2.33334,-39.6666,0
0,1,14,7,4.6666,4.66666,0,-2.33333,-35,0
0,1,14,6,4.6667,4.66666,0,-2.33333,-39.6666,0
0,1,14,5,4.6667,4.66666,0,-2.33333,-44.3334,0
0,1,15,5,4.6667,4.66667,0,2.33334,-44.3334,0
0,1,16,5,4.6667,4.66667,0,7,-44.3334,0
0,1,16,6,4.6667,4.66667,0,7,-39.6666,0
0,1,16,7,4.6666,4.66667,0,7,-35,0
0,1,15,7,4.6666,4.66667,0,2.33334,-35,0
0,0,16,6,4.6667,4.66667,0,7,-39.6666,0
0,1,15,7,4.6666,4.66667,0,2.33334,-35,0
0,1,15,6,4.6667,4.66667,0,2.33334,-39.6666,0
0,1,15,5,4.6667,4.66667,0,2.33334,-44.3334,0
0,1,16,5,4.6667,4.66667,0,7,-44.3334,0
0,1,17,5,4.6667,4.66666,0,11.6667,-44.3334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,16,7,4.6666,4.66667,0,7,-35,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,23,6,4.6667,4.6667,0,39.6666,-39.6666,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,22,5,4.6667,4.6666,0,35,-44.3334,0
0,1,23,5,4.6667,4.6667,0,39.6666,-44.3334,0
0,1,24,5,4.6667,4.6667,0,44.3334,-44.3334,0
0,1,24,6,4.6667,4.6667,0,44.3334,-39.6666,0
0,1,24,7,4.6666,4.6667,0,44.3334,-35,0
0,1,23,7,4.6666,4.6667,0,39.6666,-35,0
0,0,24,6,4.6667,4.6667,0,44.3334,-39.6666,0
0,1,23,7,4.6666,4.6667,0,39.6666,-35,0
0,1,23,6,4.6667,4.6667,0,39.6666,-39.6666,0
0,1,23,5,4.6667,4.6667,0,39.6666,-44.3334,0
0,1,24,5,4.6667,4.6667,0,44.3334,-44.3334,0
0,1,25,5,4.6667,4.6666,0,49,-44.3334,0
0,1,25,6,4.6667,4.6666,0,49,-39.6666,0
0,1,25,7,4.6666,4.6666,0,49,-35,0
0,1,24,7,4.6666,4.6667,0,44.3334,-35,0
0,0,25,6,4.6667,4.6666,0,49,-39.6666,0
0,1,24,7,4.6666,4.6667,0,44.3334,-35,0
0,1,24,6,4.6667,4.6667,0,44.3334,-39.6666,0
0,1,24,5,4.6667,4.6667,0,44.3334,-44.3334,0
0,1,25,5,4.6667,4.6666,0,49,-44.3334,0
0,1,26,5,4.6667,4.6667,0,53.6666,-44.3334,0
0,1,26,6,4.6667,4.6667,0,53.6666,-39.6666,0
0,1,26,7,4.6666,4.6667,0,53.6666,-35,0
0,1,25,7,4.6666,4.6666,0,49,-35,0
0,0,26,6,4.6667,4.6667,0,53.6666,-39.6666,0
0,1,25,7,4.6666,4.6666,0,49,-35,0
0,1,25,6,4.6667,4.6666,0,49,-39.6666,0
0,1,25,5,4.6667,4.6666,0,49,-44.3334,0
0,1,26,5,4.6667,4.6667,0,53.6666,-44.3334,0
0,1,27,5,4.6667,4.6667,0,58.3334,-44.3334,0
0,1,27,6,4.6667,4.6667,0,58.3334,-39.6666,0
0,1,27,7,4.6666,4.6667,0,58.3334,-35,0
0,1,26,7,4.6666,4.6667,0,53.6666,-35,0
0,0,27,6,4.6667,4.6667,0,58.3334,-39.6666,0
0,1,26,7,4.6666,4.6667,0,53.6666,-35,0
0,1,26,6,4.6667,4.6667,0,53.6666,-39.6666,0
0,1,26,5,4.6667,4.6667,0,53.6666,-44.3334,0
0,1,27,5,4.6667,4.6667,0,58.3334,-44.3334,0
0,1,28,5,4.6667,4.6666,0,63,-44.3334,0
0,1,28,6,4.6667,4.6666,0,63,-39.6666,0
0,1,28,7,4.6666,4.6666,0,63,-35,0
0,1,27,7,4.6666,4.6667,0,58.3334,-35,0
0,0,28,6,4.6667,4.6666,0,63,-39.6666,0
0,1,27,7,4.6666,4.6667,0,58.3334,-35,0
0,1,27,6,4.6667,4.6667,0,58.3334,-39.6666,0
0,1,27,5,4.6667,4.6667,0,58.3334,-44.3334,0
0,1,28,5,4.6667,4.6666,0,63,-44.3334,0
0,1,29,5,4.6667,4.6667,0,67.6666,-44.3334,0
0,1,29,6,4.6667,4.6667,0,67.6666,-39.6666,0
0,1,29,7,4.6666,4.6667,0,67.6666,-35,0
0,1,28,7,4.6666,4.6666,0,63,-35,0
0,0,29,6,4.6667,4.6667,0,67.6666,-39.6666,0
0,1,28,7,4.6666,4.6666,0,63,-35,0
0,1,28,6,4.6667,4.6666,0,63,-39.6666,0
0,1,28,5,4.6667,4.6666,0,63,-44.3334,0
0,1,29,5,4.6667,4.6667,0,67.6666,-44.3334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,7,4.6666,4.6667,0,67.6666,-35,0
0,0,0,7,4.6666,4.6667,0,-67.6666,-35,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,6,4.6667,4.6667,0,-67.6666,-39.6666,0
0,1,1,6,4.6667,4.6666,0,-63,-39.6666,0
0,1,1,7,4.6666,4.6666,0,-63,-35,0
0,1,1,8,4.6667,4.6666,0,-63,-30.3333,0
0,1,0,8,4.6667,4.6667,0,-67.6666,-30.3333,0
0,0,1,7,4.6666,4.6666,0,-63,-35,0
0,1,0,8,4.6667,4.6667,0,-67.6666,-30.3333,0
0,1,0,7,4.6666,4.6667,0,-67.6666,-35,0
0,1,0,6,4.6667,4.6667,0,-67.6666,-39.6666,0
0,1,1,6,4.6667,4.6666,0,-63,-39.6666,0
0,1,2,6,4.6667,4.6667,0,-58.3334,-39.6666,0
0,1,2,7,4.6666,4.6667,0,-58.3334,-35,0
0,1,2,8,4.6667,4.6667,0,-58.3334,-30.3333,0
0,1,1,8,4.6667,4.6666,0,-63,-30.3333,0
0,0,2,7,4.6666,4.6667,0,-58.3334,-35,0
0,1,1,8,4.6667,4.6666,0,-63,-30.3333,0
0,1,1,7,4.6666,4.6666,0,-63,-35,0
0,1,1,6,4.6667,4.6666,0,-63,-39.6666,0
0,1,2,6,4.6667,4.6667,0,-58.3334,-39.6666,0
0,1,3,6,4.6667,4.6667,0,-53.6666,-39.6666,0
0,1,3,7,4.6666,4.6667,0,-53.6666,-35,0
0,1,3,8,4.6667,4.6667,0,-53.6666,-30.3333,0
0,1,2,8,4.6667,4.6667,0,-58.3334,-30.3333,0
0,0,3,7,4.6666,4.6667,0,-53.6666,-35,0
0,1,2,8,4.6667,4.6667,0,-58.3334,-30.3333,0
0,1,2,7,4.6666,4.6667,0,-58.3334,-35,0
0,1,2,6,4.6667,4.6667,0,-58.3334,-39.6666,0
0,1,3,6,4.6667,4.6667,0,-53.6666,-39.6666,0
0,1,4,6,4.6667,4.6666,0,-49,-39.6666,0
0,1,4,7,4.6666,4.6666,0,-49,-35,0
0,1,4,8,4.6667,4.6666,0,-49,-30.3333,0
0,1,3,8,4.6667,4.6667,0,-53.6666,-30.3333,0
0,0,4,7,4.6666,4.6666,0,-49,-35,0
0,1,3,8,4.6667,4.6667,0,-53.6666,-30.3333,0
0,1,3,7,4.6666,4.6667,0,-53.6666,-35,0
0,1,3,6,4.6667,4.6667,0,-53.6666,-39.6666,0
0,1,4,6,4.6667,4.6666,0,-49,-39.6666,0
0,1,5,6,4.6667,4.6667,0,-44.3334,-39.6666,0
0,1,5,7,4.6666,4.6667,0,-44.3334,-35,0
0,1,5,8,4.6667,4.6667,0,-44.3334,-30.3333,0
0,1,4,8,4.6667,4.6666,0,-49,-30.3333,0
0,0,5,7,4.6666,4.6667,0,-44.3334,-35,0
0,1,4,8,4.6667,4.6666,0,-49,-30.3333,0
0,1,4,7,4.6666,4.6666,0,-49,-35,0
0,1,4,6,4.6667,4.6666,0,-49,-39.6666,0
0,1,5,6,4.6667,4.6667,0,-44.3334,-39.6666,0
0,1,6,6,4.6667,4.6667,0,-39.6666,-39.6666,0
0,1,6,7,4.6666,4.6667,0,-39.6666,-35,0
0,1,6,8,4.6667,4.6667,0,-39.6666,-30.3333,0
0,1,5,8,4.6667,4.6667,0,-44.3334,-30.3333,0
0,0,6,7,4.6666,4.6667,0,-39.6666,-35,0
0,1,5,8,4.6667,4.6667,0,-44.3334,-30.3333,0
0,1,5,7,4.6666,4.6667,0,-44.3334,-35,0
0,1,5,6,4.6667,4.6667,0,-44.3334,-39.6666,0
0,1,6,6,4.6667,4.6667,0,-39.6666,-39.6666,0
0,1,7,6,4.6667,4.6666,0,-35,-39.6666,0
0,1,7,7,4.6666,4.6666,0,-35,-35,0
0,1,7,8,4.6667,4.6666,0,-35,-30.3333,0
0,1,6,8,4.6667,4.6667,0,-39.6666,-30.3333,0
0,0,7,7,4.6666,4.6666,0,-35,-35,0
0,1,6,8,4.6667,4.6667,0,-39.6666,-30.3333,0
0,1,6,7,4.6666,4.6667,0,-39.6666,-35,0
0,1,6,6,4.6667,4.6667,0,-39.6666,-39.6666,0
0,1,7,6,4.6667,4.6666,0,-35,-39.6666,0
0,1,8,6,4.6667,4.6667,0,-30.3333,-39.6666,0
0,1,8,7,4.6666,4.6667,0,-30.3333,-35,0
0,1,8,8,4.6667,4.6667,0,-30.3333,-30.3333,0
0,1,7,8,4.6667,4.6666,0,-35,-30.3333,0
0,0,8,7,4.6666,4.6667,0,-30.3333,-35,0
0,1,7,8,4.6667,4.6666,0,-35,-30.3333,0
0,1,7,7,4.6666,4.6666,0,-35,-35,0
0,1,7,6,4.6667,4.6666,0,-35,-39.6666,0
0,1,8,6,4.6667,4.6667,0,-30.3333,-39.6666,0
0,1,9,6,4.6667,4.6667,0,-25.6666,-39.6666,0
0,1,9,7,4.6666,4.6667,0,-25.6666,-35,0
0,1,9,8,4.6667,4.6667,0,-25.6666,-30.3333,0
0,1,8,8,4.6667,4.6667,0,-30.3333,-30.3333,0
0,0,9,7,4.6666,4.6667,0,-25.6666,-35,0
0,1,8,8,4.6667,4.6667,0,-30.3333,-30.3333,0
0,1,8,7,4.6666,4.6667,0,-30.3333,-35,0
0,1,8,6,4.6667,4.6667,0,-30.3333,-39.6666,0
0,1,9,6,4.6667,4.6667,0,-25.6666,-39.6666,0
0,1,10,6,4.6667,4.6666,0,-21,-39.6666,0
0,1,10,7,4.6666,4.6666,0,-21,-35,0
0,1,10,8,4.6667,4.6666,0,-21,-30.3333,0
0,1,9,8,4.6667,4.6667,0,-25.6666,-30.3333,0
0,0,10,7,4.6666,4.6666,0,-21,-35,0
0,1,9,8,4.6667,4.6667,0,-25.6666,-30.3333,0
