Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,5,43,2.1875,2.1875,0,25.15625,-57.9687423706,0
0,1,6,43,2.1875,2.1875,0,25.15625,-55.7812423706,0
0,1,6,42,2.1875,2.1875,0,22.96875,-55.7812423706,0
0,0,5,43,2.1875,2.1875,0,25.15625,-57.9687423706,0
0,1,6,42,2.1875,2.1875,0,22.96875,-55.7812423706,0
0,1,5,42,2.1875,2.1875,0,22.96875,-57.9687423706,0
0,1,4,42,2.1875,2.1875,0,22.96875,-60.1562423706,0
0,1,4,43,2.1875,2.1875,0,25.15625,-60.1562423706,0
0,1,4,44,2.1875,2.1875,0,27.34375,-60.1562423706,0
0,1,5,44,2.1875,2.1875,0,27.34375,-57.9687423706,0
0,1,6,44,2.1875,2.1875,0,27.34375,-55.7812423706,0
0,1,6,43,2.1875,2.1875,0,25.15625,-55.7812423706,0
0,0,5,44,2.1875,2.1875,0,27.34375,-57.9687423706,0
0,1,6,43,2.1875,2.1875,0,25.15625,-55.7812423706,0
0,1,5,43,2.1875,2.1875,0,25.15625,-57.9687423706,0
0,1,4,43,2.1875,2.1875,0,25.15625,-60.1562423706,0
0,1,4,44,2.1875,2.1875,0,27.34375,-60.1562423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,44,2.1875,2.1875,0,27.34375,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,5,46,2.1875,2.1875,0,31.71875,-57.9687423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,4,46,2.1875,2.1875,0,31.71875,-60.1562423706,0
0,1,4,47,2.1875,2.1875,0,33.90625,-60.1562461853,0
0,1,5,47,2.1875,2.1875,0,33.90625,-57.9687461853,0
0,1,6,47,2.1875,2.1875,0,33.90625,-55.7812461853,0
0,1,6,46,2.1875,2.1875,0,31.71875,-55.7812423706,0
0,0,5,47,2.1875,2.1875,0,33.90625,-57.9687461853,0
0,1,6,46,2.1875,2.1875,0,31.71875,-55.7812423706,0
0,1,5,46,2.1875,2.1875,0,31.71875,-57.9687423706,0
0,1,4,46,2.1875,2.1875,0,31.71875,-60.1562423706,0
0,1,4,47,2.1875,2.1875,0,33.90625,-60.1562461853,0
0,1,4,48,2.1875,2.1875,0,36.09375,-60.15625,0
0,1,5,48,2.1875,2.1875,0,36.09375,-57.96875,0
0,1,6,48,2.1875,2.1875,0,36.09375,-55.78125,0
0,1,6,47,2.1875,2.1875,0,33.90625,-55.7812461853,0
0,0,5,48,2.1875,2.1875,0,36.09375,-57.96875,0
0,1,6,47,2.1875,2.1875,0,33.90625,-55.7812461853,0
0,1,5,47,2.1875,2.1875,0,33.90625,-57.9687461853,0
0,1,4,47,2.1875,2.1875,0,33.90625,-60.1562461853,0
0,1,4,48,2.1875,2.1875,0,36.09375,-60.15625,0
0,1,4,49,2.1875,2.1875,0,38.28125,-60.15625,0
0,1,5,49,2.1875,2.1875,0,38.28125,-57.96875,0
0,1,6,49,2.1875,2.1875,0,38.28125,-55.78125,0
0,1,6,48,2.1875,2.1875,0,36.09375,-55.78125,0
0,0,5,49,2.1875,2.1875,0,38.28125,-57.96875,0
0,1,6,48,2.1875,2.1875,0,36.09375,-55.78125,0
0,1,5,48,2.1875,2.1875,0,36.09375,-57.96875,0
0,1,4,48,2.1875,2.1875,0,36.09375,-60.15625,0
0,1,4,49,2.1875,2.1875,0,38.28125,-60.15625,0
0,1,4,50,2.1875,2.1875,0,40.46875,-60.15625,0
0,1,5,50,2.1875,2.1875,0,40.46875,-57.96875,0
0,1,6,50,2.1875,2.1875,0,40.46875,-55.78125,0
0,1,6,49,2.1875,2.1875,0,38.28125,-55.78125,0
0,0,5,50,2.1875,2.1875,0,40.46875,-57.96875,0
0,1,6,49,2.1875,2.1875,0,38.28125,-55.78125,0
0,1,5,49,2.1875,2.1875,0,38.28125,-57.96875,0
0,1,4,49,2.1875,2.1875,0,38.28125,-60.15625,0
0,1,4,50,2.1875,2.1875,0,40.46875,-60.15625,0
0,1,4,51,2.1875,2.1875,0,42.65625,-60.15625,0
0,1,5,51,2.1875,2.1875,0,42.65625,-57.96875,0
0,1,6,51,2.1875,2.1875,0,42.65625,-55.78125,0
0,1,6,50,2.1875,2.1875,0,40.46875,-55.78125,0
0,0,5,51,2.1875,2.1875,0,42.65625,-57.96875,0
0,1,6,50,2.1875,2.1875,0,40.46875,-55.78125,0
0,1,5,50,2.1875,2.1875,0,40.46875,-57.96875,0
0,1,4,50,2.1875,2.1875,0,40.46875,-60.15625,0
0,1,4,51,2.1875,2.1875,0,42.65625,-60.15625,0
0,1,4,52,2.1875,2.1875,0,44.84375,-60.15625,0
0,1,5,52,2.1875,2.1875,0,44.84375,-57.96875,0
0,1,6,52,2.1875,2.1875,0,44.84375,-55.78125,0
0,1,6,51,2.1875,2.1875,0,42.65625,-55.78125,0
0,0,5,52,2.1875,2.1875,0,44.84375,-57.96875,0
0,1,6,51,2.1875,2.1875,0,42.65625,-55.78125,0
0,1,5,51,2.1875,2.1875,0,42.65625,-57.96875,0
0,1,4,51,2.1875,2.1875,0,42.65625,-60.15625,0
0,1,4,52,2.1875,2.1875,0,44.84375,-60.15625,0
0,1,4,53,2.1875,2.1875,0,47.03125,-60.15625,0
0,1,5,53,2.1875,2.1875,0,47.03125,-57.96875,0
0,1,6,53,2.1875,2.1875,0,47.03125,-55.78125,0
0,1,6,52,2.1875,2.1875,0,44.84375,-55.78125,0
0,0,5,53,2.1875,2.1875,0,47.03125,-57.96875,0
0,1,6,52,2.1875,2.1875,0,44.84375,-55.78125,0
0,1,5,52,2.1875,2.1875,0,44.84375,-57.96875,0
0,1,4,52,2.1875,2.1875,0,44.84375,-60.15625,0
0,1,4,53,2.1875,2.1875,0,47.03125,-60.15625,0
0,1,4,54,2.1875,2.1875,0,49.21875,-60.15625,0
0,1,5,54,2.1875,2.1875,0,49.21875,-57.96875,0
0,1,6,54,2.1875,2.1875,0,49.21875,-55.78125,0
0,1,6,53,2.1875,2.1875,0,47.03125,-55.78125,0
0,0,5,54,2.1875,2.1875,0,49.21875,-57.96875,0
0,1,6,53,2.1875,2.1875,0,47.03125,-55.78125,0
0,1,5,53,2.1875,2.1875,0,47.03125,-57.96875,0
0,1,4,53,2.1875,2.1875,0,47.03125,-60.15625,0
0,1,4,54,2.1875,2.1875,0,49.21875,-60.15625,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,54,2.1875,2.1875,0,49.21875,-55.78125,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,5,56,2.1875,2.1875,0,53.59375,-57.96875,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,57,2.1875,2.1875,0,55.78125,-57.96875,0
0,1,6,57,2.1875,2.1875,0,55.78125,-55.78125,0
0,1,6,56,2.1875,2.1875,0,53.59375,-55.78125,0
0,0,5,57,2.1875,2.1875,0,55.78125,-57.96875,0
0,1,6,56,2.1875,2.1875,0,53.59375,-55.78125,0
0,1,5,56,2.1875,2.1875,0,53.59375,-57.96875,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,58,2.1875,2.1875,0,57.96875,-57.96875,0
0,1,6,58,2.1875,2.1875,0,57.96875,-55.78125,0
0,1,6,57,2.1875,2.1875,0,55.78125,-55.78125,0
0,0,5,58,2.1875,2.1875,0,57.96875,-57.96875,0
0,1,6,57,2.1875,2.1875,0,55.78125,-55.78125,0
0,1,5,57,2.1875,2.1875,0,55.78125,-57.96875,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,58,2.1875,2.1875,0,57.96875,-55.78125,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,5,60,2.1875,2.1875,0,62.34375,-57.96875,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,4,60,2.1875,2.1875,0,62.34375,-60.15625,0
0,1,4,61,2.1875,2.1875,0,64.53125,-60.15625,0
0,1,5,61,2.1875,2.1875,0,64.53125,-57.96875,0
0,1,6,61,2.1875,2.1875,0,64.53125,-55.78125,0
0,1,6,60,2.1875,2.1875,0,62.34375,-55.78125,0
0,0,5,61,2.1875,2.1875,0,64.53125,-57.96875,0
0,1,6,60,2.1875,2.1875,0,62.34375,-55.78125,0
0,1,5,60,2.1875,2.1875,0,62.34375,-57.96875,0
0,1,4,60,2.1875,2.1875,0,62.34375,-60.15625,0
0,1,4,61,2.1875,2.1875,0,64.53125,-60.15625,0
0,1,4,62,2.1875,2.1875,0,66.71875,-60.15625,0
0,1,5,62,2.1875,2.1875,0,66.71875,-57.96875,0
0,1,6,62,2.1875,2.1875,0,66.71875,-55.78125,0
0,1,6,61,2.1875,2.1875,0,64.53125,-55.78125,0
0,0,5,62,2.1875,2.1875,0,66.71875,-57.96875,0
0,1,6,61,2.1875,2.1875,0,64.53125,-55.78125,0
0,1,5,61,2.1875,2.1875,0,64.53125,-57.96875,0
0,1,4,61,2.1875,2.1875,0,64.53125,-60.15625,0
0,1,4,62,2.1875,2.1875,0,66.71875,-60.15625,0
0,1,4,63,2.1875,2.1875,0,68.90625,-60.15625,0
0,1,5,63,2.1875,2.1875,0,68.90625,-57.96875,0
0,1,6,63,2.1875,2.1875,0,68.90625,-55.78125,0
0,1,6,62,2.1875,2.1875,0,66.71875,-55.78125,0
0,0,5,63,2.1875,2.1875,0,68.90625,-57.96875,0
0,1,6,62,2.1875,2.1875,0,66.71875,-55.78125,0
0,1,5,62,2.1875,2.1875,0,66.71875,-57.96875,0
0,1,4,62,2.1875,2.1875,0,66.71875,-60.15625,0
0,1,4,63,2.1875,2.1875,0,68.90625,-60.15625,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,63,2.1875,2.1875,0,68.90625,-55.78125,0
0,0,6,0,2.1875,2.1875,0,-68.90625,-55.7812347412,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,0,2.1875,2.1875,0,-68.90625,-57.9687347412,0
0,1,5,1,2.1875,2.1875,0,-66.71875,-57.9687347412,0
0,1,6,1,2.1875,2.1875,0,-66.71875,-55.7812347412,0
0,1,7,1,2.1875,2.1875,0,-66.71875,-53.5937347412,0
0,1,7,0,2.1875,2.1875,0,-68.90625,-53.5937347412,0
0,0,6,1,2.1875,2.1875,0,-66.71875,-55.7812347412,0
0,1,7,0,2.1875,2.1875,0,-68.90625,-53.5937347412,0
0,1,6,0,2.1875,2.1875,0,-68.90625,-55.7812347412,0
0,1,5,0,2.1875,2.1875,0,-68.90625,-57.9687347412,0
0,1,5,1,2.1875,2.1875,0,-66.71875,-57.9687347412,0
0,1,5,2,2.1875,2.1875,0,-64.53125,-57.9687347412,0
0,1,6,2,2.1875,2.1875,0,-64.53125,-55.7812347412,0
0,1,7,2,2.1875,2.1875,0,-64.53125,-53.5937347412,0
0,1,7,1,2.1875,2.1875,0,-66.71875,-53.5937347412,0
0,0,6,2,2.1875,2.1875,0,-64.53125,-55.7812347412,0
0,1,7,1,2.1875,2.1875,0,-66.71875,-53.5937347412,0
0,1,6,1,2.1875,2.1875,0,-66.71875,-55.7812347412,0
0,1,5,1,2.1875,2.1875,0,-66.71875,-57.9687347412,0
0,1,5,2,2.1875,2.1875,0,-64.53125,-57.9687347412,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,7,3,2.1875,2.1875,0,-62.34375,-53.5937347412,0
0,1,7,2,2.1875,2.1875,0,-64.53125,-53.5937347412,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,4,2.1875,2.1875,0,-60.15625,-55.7812347412,0
0,1,7,3,2.1875,2.1875,0,-62.34375,-53.5937347412,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,4,2.1875,2.1875038147,0,-60.15625,-57.9687366486,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,5,2.1875,2.1875038147,0,-57.96875,-55.7812366486,0
0,1,7,5,2.1875,2.1875,0,-57.96875,-53.5937347412,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,5,2.1875,2.1875038147,0,-57.96875,-55.7812366486,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,4,2.1875,2.1875,0,-60.15625,-55.7812347412,0
0,1,5,4,2.1875,2.1875038147,0,-60.15625,-57.9687366486,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,7,6,2.1875,2.1875038147,0,-55.78125,-53.5937366486,0
0,1,7,5,2.1875,2.1875,0,-57.96875,-53.5937347412,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,8,2.1875,2.1875,0,-51.40625,-55.7812423706,0
0,1,7,7,2.1875,2.1875038147,0,-53.59375,-53.5937404633,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,9,2.1875,2.1875,0,-49.21875,-57.9687423706,0
0,1,6,9,2.1875,2.1875,0,-49.21875,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,7,8,2.1875,2.1875,0,-51.40625,-53.5937423706,0
0,0,6,9,2.1875,2.1875,0,-49.21875,-55.7812423706,0
0,1,7,8,2.1875,2.1875,0,-51.40625,-53.5937423706,0
0,1,6,8,2.1875,2.1875,0,-51.40625,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,9,2.1875,2.1875,0,-49.21875,-57.9687423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,7,10,2.1875,2.1875,0,-47.03125,-53.5937423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,11,2.1875,2.1875,0,-44.84375,-55.7812423706,0
0,1,7,10,2.1875,2.1875,0,-47.03125,-53.5937423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,11,2.1874961853,2.1875,0,-44.8437519073,-57.9687423706,0
0,1,5,12,2.1874961853,2.1875,0,-42.6562557221,-57.9687423706,0
0,1,6,12,2.1875,2.1875,0,-42.65625,-55.7812423706,0
0,1,7,12,2.1875,2.1875,0,-42.65625,-53.5937423706,0
0,1,7,11,2.1875,2.1875,0,-44.84375,-53.5937423706,0
0,0,6,12,2.1875,2.1875,0,-42.65625,-55.7812423706,0
0,1,7,11,2.1875,2.1875,0,-44.84375,-53.5937423706,0
0,1,6,11,2.1875,2.1875,0,-44.84375,-55.7812423706,0
0,1,5,11,2.1874961853,2.1875,0,-44.8437519073,-57.9687423706,0
0,1,5,12,2.1874961853,2.1875,0,-42.6562557221,-57.9687423706,0
0,1,5,13,2.1875,2.1875,0,-40.4687576294,-57.9687423706,0
0,1,6,13,2.1874961853,2.1875,0,-40.4687519073,-55.7812423706,0
0,1,7,13,2.1875,2.1875,0,-40.46875,-53.5937423706,0
0,1,7,12,2.1875,2.1875,0,-42.65625,-53.5937423706,0
0,0,6,13,2.1874961853,2.1875,0,-40.4687519073,-55.7812423706,0
0,1,7,12,2.1875,2.1875,0,-42.65625,-53.5937423706,0
0,1,6,12,2.1875,2.1875,0,-42.65625,-55.7812423706,0
0,1,5,12,2.1874961853,2.1875,0,-42.6562557221,-57.9687423706,0
0,1,5,13,2.1875,2.1875,0,-40.4687576294,-57.9687423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,14,2.1874961853,2.1875,0,-38.2812557221,-55.7812423706,0
0,1,7,14,2.1875,2.1875,0,-38.28125,-53.5937423706,0
0,1,7,13,2.1875,2.1875,0,-40.46875,-53.5937423706,0
0,0,6,14,2.1874961853,2.1875,0,-38.2812557221,-55.7812423706,0
0,1,7,13,2.1875,2.1875,0,-40.46875,-53.5937423706,0
0,1,6,13,2.1874961853,2.1875,0,-40.4687519073,-55.7812423706,0
0,1,5,13,2.1875,2.1875,0,-40.4687576294,-57.9687423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,7,15,2.1874961853,2.1875,0,-36.0937519073,-53.5937423706,0
0,1,7,14,2.1875,2.1875,0,-38.28125,-53.5937423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,18,2.1875,2.1875,0,-29.5312538147,-55.7812423706,0
0,1,7,17,2.1875,2.1875,0,-31.7187538147,-53.5937423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,19,2.1875,2.1875,0,-27.3437538147,-57.9687423706,0
0,1,6,19,2.1875,2.1875,0,-27.3437538147,-55.7812423706,0
0,1,7,19,2.1875,2.1875,0,-27.3437538147,-53.5937423706,0
0,1,7,18,2.1875,2.1875,0,-29.5312538147,-53.5937423706,0
0,0,6,19,2.1875,2.1875,0,-27.3437538147,-55.7812423706,0
0,1,7,18,2.1875,2.1875,0,-29.5312538147,-53.5937423706,0
0,1,6,18,2.1875,2.1875,0,-29.5312538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,19,2.1875,2.1875,0,-27.3437538147,-57.9687423706,0
0,1,5,20,2.1875,2.1875,0,-25.1562538147,-57.9687423706,0
0,1,6,20,2.1875,2.1875,0,-25.1562538147,-55.7812423706,0
0,1,7,20,2.1875,2.1875,0,-25.1562538147,-53.5937423706,0
0,1,7,19,2.1875,2.1875,0,-27.3437538147,-53.5937423706,0
0,0,6,20,2.1875,2.1875,0,-25.1562538147,-55.7812423706,0
0,1,7,19,2.1875,2.1875,0,-27.3437538147,-53.5937423706,0
0,1,6,19,2.1875,2.1875,0,-27.3437538147,-55.7812423706,0
0,1,5,19,2.1875,2.1875,0,-27.3437538147,-57.9687423706,0
0,1,5,20,2.1875,2.1875,0,-25.1562538147,-57.9687423706,0
0,1,5,21,2.1875,2.1875,0,-22.9687538147,-57.9687423706,0
0,1,6,21,2.1875,2.1875,0,-22.9687538147,-55.7812423706,0
0,1,7,21,2.1875,2.1875,0,-22.9687538147,-53.5937423706,0
0,1,7,20,2.1875,2.1875,0,-25.1562538147,-53.5937423706,0
0,0,6,21,2.1875,2.1875,0,-22.9687538147,-55.7812423706,0
0,1,7,20,2.1875,2.1875,0,-25.1562538147,-53.5937423706,0
0,1,6,20,2.1875,2.1875,0,-25.1562538147,-55.7812423706,0
0,1,5,20,2.1875,2.1875,0,-25.1562538147,-57.9687423706,0
0,1,5,21,2.1875,2.1875,0,-22.9687538147,-57.9687423706,0
0,1,5,22,2.1875,2.1875,0,-20.7812538147,-57.9687423706,0
0,1,6,22,2.1875,2.1875,0,-20.7812538147,-55.7812423706,0
0,1,7,22,2.1875,2.1875,0,-20.7812538147,-53.5937423706,0
0,1,7,21,2.1875,2.1875,0,-22.9687538147,-53.5937423706,0
0,0,6,22,2.1875,2.1875,0,-20.7812538147,-55.7812423706,0
0,1,7,21,2.1875,2.1875,0,-22.9687538147,-53.5937423706,0
0,1,6,21,2.1875,2.1875,0,-22.9687538147,-55.7812423706,0
0,1,5,21,2.1875,2.1875,0,-22.9687538147,-57.9687423706,0
0,1,5,22,2.1875,2.1875,0,-20.7812538147,-57.9687423706,0
0,1,5,23,2.1875,2.1875,0,-18.5937538147,-57.9687423706,0
0,1,6,23,2.1875,2.1875,0,-18.5937538147,-55.7812423706,0
0,1,7,23,2.1875,2.1875,0,-18.5937538147,-53.5937423706,0
0,1,7,22,2.1875,2.1875,0,-20.7812538147,-53.5937423706,0
0,0,6,23,2.1875,2.1875,0,-18.5937538147,-55.7812423706,0
0,1,7,22,2.1875,2.1875,0,-20.7812538147,-53.5937423706,0
0,1,6,22,2.1875,2.1875,0,-20.7812538147,-55.7812423706,0
0,1,5,22,2.1875,2.1875,0,-20.7812538147,-57.9687423706,0
0,1,5,23,2.1875,2.1875,0,-18.5937538147,-57.9687423706,0
0,1,5,24,2.1875,2.1875,0,-16.4062538147,-57.9687423706,0
0,1,6,24,2.1875,2.1875,0,-16.4062538147,-55.7812423706,0
0,1,7,24,2.1875,2.1875,0,-16.4062538147,-53.5937423706,0
0,1,7,23,2.1875,2.1875,0,-18.5937538147,-53.5937423706,0
0,0,6,24,2.1875,2.1875,0,-16.4062538147,-55.7812423706,0
0,1,7,23,2.1875,2.1875,0,-18.5937538147,-53.5937423706,0
0,1,6,23,2.1875,2.1875,0,-18.5937538147,-55.7812423706,0
0,1,5,23,2.1875,2.1875,0,-18.5937538147,-57.9687423706,0
0,1,5,24,2.1875,2.1875,0,-16.4062538147,-57.9687423706,0
0,1,5,25,2.1875,2.1875,0,-14.2187538147,-57.9687423706,0
0,1,6,25,2.1875,2.1875,0,-14.2187538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,7,24,2.1875,2.1875,0,-16.4062538147,-53.5937423706,0
0,0,6,25,2.1875,2.1875,0,-14.2187538147,-55.7812423706,0
0,1,7,24,2.1875,2.1875,0,-16.4062538147,-53.5937423706,0
0,1,6,24,2.1875,2.1875,0,-16.4062538147,-55.7812423706,0
0,1,5,24,2.1875,2.1875,0,-16.4062538147,-57.9687423706,0
0,1,5,25,2.1875,2.1875,0,-14.2187538147,-57.9687423706,0
0,1,5,26,2.1875,2.1875,0,-12.0312538147,-57.9687423706,0
0,1,6,26,2.1875,2.1875,0,-12.0312538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,26,2.1875,2.1875,0,-12.0312538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,25,2.1875,2.1875,0,-14.2187538147,-55.7812423706,0
0,1,5,25,2.1875,2.1875,0,-14.2187538147,-57.9687423706,0
0,1,5,26,2.1875,2.1875,0,-12.0312538147,-57.9687423706,0
0,1,5,27,2.1875,2.1875,0,-9.8437538147,-57.9687423706,0
0,1,6,27,2.1875,2.1875,0,-9.8437538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,27,2.1875,2.1875,0,-9.8437538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,26,2.1875,2.1875,0,-12.0312538147,-55.7812423706,0
0,1,5,26,2.1875,2.1875,0,-12.0312538147,-57.9687423706,0
0,1,5,27,2.1875,2.1875,0,-9.8437538147,-57.9687423706,0
0,1,5,28,2.1875,2.1875,0,-7.6562538147,-57.9687423706,0
0,1,6,28,2.1875,2.1875,0,-7.6562538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,28,2.1875,2.1875,0,-7.6562538147,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,27,2.1875,2.1875,0,-9.8437538147,-55.7812423706,0
0,1,5,27,2.1875,2.1875,0,-9.8437538147,-57.9687423706,0
0,1,5,28,2.1875,2.1875,0,-7.6562538147,-57.9687423706,0
0,1,5,29,2.18750047684,2.1875,0,-5.46875357628,-57.9687423706,0
0,1,6,29,2.18750047684,2.1875,0,-5.46875357628,-55.7812423706,0
0,1,7,29,2.18750095367,2.1875,0,-5.46875286103,-53.5937423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,0,6,29,2.18750047684,2.1875,0,-5.46875357628,-55.7812423706,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,28,2.1875,2.1875,0,-7.6562538147,-55.7812423706,0
0,1,5,28,2.1875,2.1875,0,-7.6562538147,-57.9687423706,0
0,1,5,29,2.18750047684,2.1875,0,-5.46875357628,-57.9687423706,0
0,1,5,30,2.18750047684,2.1875,0,-3.28125309944,-57.9687423706,0
0,1,6,30,2.18750071526,2.1875,0,-3.28125298023,-55.7812423706,0
0,1,7,30,2.1875,2.1875,0,-3.28125238419,-53.5937423706,0
0,1,7,29,2.18750095367,2.1875,0,-5.46875286103,-53.5937423706,0
0,0,6,30,2.18750071526,2.1875,0,-3.28125298023,-55.7812423706,0
0,1,7,29,2.18750095367,2.1875,0,-5.46875286103,-53.5937423706,0
0,1,6,29,2.18750047684,2.1875,0,-5.46875357628,-55.7812423706,0
0,1,5,29,2.18750047684,2.1875,0,-5.46875357628,-57.9687423706,0
0,1,5,30,2.18750047684,2.1875,0,-3.28125309944,-57.9687423706,0
0,1,5,31,2.18750025332,2.1875,0,-1.09375273436,-57.9687423706,0
0,1,6,31,2.18750027567,2.1875,0,-1.09375248477,-55.7812423706,0
0,1,7,31,2.18750029803,2.1875,0,-1.09375223518,-53.5937423706,0
0,1,7,30,2.1875,2.1875,0,-3.28125238419,-53.5937423706,0
0,0,6,31,2.18750027567,2.1875,0,-1.09375248477,-55.7812423706,0
0,1,7,30,2.1875,2.1875,0,-3.28125238419,-53.5937423706,0
0,1,6,30,2.18750071526,2.1875,0,-3.28125298023,-55.7812423706,0
0,1,5,30,2.18750047684,2.1875,0,-3.28125309944,-57.9687423706,0
0,1,5,31,2.18750025332,2.1875,0,-1.09375273436,-57.9687423706,0
0,1,5,32,2.18750022351,2.1875,0,1.09374750405,-57.9687423706,0
0,1,6,32,2.18750020116,2.1875,0,1.09374775365,-55.7812423706,0
0,1,7,32,2.18750017881,2.1875,0,1.09374800324,-53.5937423706,0
0,1,7,31,2.18750029803,2.1875,0,-1.09375223518,-53.5937423706,0
0,0,6,32,2.18750020116,2.1875,0,1.09374775365,-55.7812423706,0
0,1,7,31,2.18750029803,2.1875,0,-1.09375223518,-53.5937423706,0
0,1,6,31,2.18750027567,2.1875,0,-1.09375248477,-55.7812423706,0
